place_id,name,type,source,lat,lng,ward_number,population,households,area_sqkm,population_density,population_density_proxy,rating,review_count,price_level,has_rating,log_review_count,rating_review_signal,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,education_intensity_score,accessibility_score,foot_traffic_score,competition_pressure,location_density_score,ward_population_log,road_feature_source,is_operational,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,dataset_count_raw_files,combined_at,observed_outcome_score,observed_outcome_confidence,observed_outcome_tier,labeling_version
osm_3632051776,Namaste Khaja Ghar,cafe,openstreetmap,27.679481,85.3858776,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,36.0,9.0,25.33,6625.51,8.0,1500.0,0.0,0.0,2302.23,0.0,2781.61,0.0,4315.75,0,0,0,0.0,0.0,5.57125,10.0,7.0963,10.5348,fallback,True,0,0,2302.23,0,0,2781.61,0,0,4315.75,36,9,25.33,6625.51,8,2026-03-23T08:50:30.648265+00:00,20.7463,0.554,low_outcome,observed_outcome_v1
osm_3500756844,Narayan Krishna Hotel And Newari Khaja Ghar,cafe,openstreetmap,27.6807113,85.3861075,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,36.0,9.0,22.54,6608.45,8.0,1500.0,0.0,0.0,2237.0,0.0,2751.87,0.0,4363.1,0,0,0,0.0,0.0,5.57125,10.0,7.0963,10.5348,fallback,True,0,0,2237.0,0,0,2751.87,0,0,4363.1,36,9,22.54,6608.45,8,2026-03-23T08:50:30.648265+00:00,20.893,0.554,low_outcome,observed_outcome_v1
osm_10058752058,Naya Everest Momo Centre,cafe,openstreetmap,27.6832048,85.3864872,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,25.0,10.0,7.88,6579.48,8.0,1500.0,0.0,0.0,2119.08,0.0,2704.19,0.0,4462.52,0,0,0,0.0,0.0,5.57125,7.5,7.0963,10.5348,fallback,True,0,0,2119.08,0,0,2704.19,0,0,4462.52,25,10,7.88,6579.48,8,2026-03-23T08:50:30.648265+00:00,21.1784,0.554,low_outcome,observed_outcome_v1
osm_10053049221,Neera's Cafe,cafe,openstreetmap,27.6742087,85.3881133,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,21.0,11.0,12.56,6983.81,8.0,1500.0,0.0,0.0,2766.34,0.0,3246.42,0.0,4476.36,0,0,0,0.0,0.0,5.57125,6.3,7.0963,10.5348,fallback,True,0,0,2766.34,0,0,3246.42,0,0,4476.36,21,11,12.56,6983.81,8,2026-03-23T08:50:30.648265+00:00,20.3806,0.554,low_outcome,observed_outcome_v1
osm_5331658970,Nepabeanz,cafe,openstreetmap,27.6870772,85.3115872,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,1.0,179.95,3887.87,8.0,1500.0,2.0,1.0,121.25,6.0,424.95,0.0,1215.96,0,0,0,0.0,1.2,5.57125,5.7,7.4563,10.5348,fallback,True,2,1,121.25,6,0,424.95,0,0,1215.96,19,1,179.95,3887.87,8,2026-03-23T08:50:30.648265+00:00,19.4796,0.554,low_outcome,observed_outcome_v1
osm_9657754394,New B.S.S.Sweet shop,cafe,openstreetmap,27.6767076,85.2809059,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,20.0,5.0,43.52,5880.67,8.0,1500.0,5.0,0.0,274.66,21.0,28.0,0.0,697.17,0,0,0,0.0,1.75,5.57125,6.0,7.6213,10.5348,fallback,True,5,0,274.66,21,7,28.0,0,0,697.17,20,5,43.52,5880.67,8,2026-03-23T08:50:30.648265+00:00,21.3958,0.554,low_outcome,observed_outcome_v1
osm_10056130457,New Crystal Street Food,cafe,openstreetmap,27.6800823,85.3861217,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,35.0,10.0,9.68,6626.61,8.0,1500.0,0.0,0.0,2279.83,0.0,2778.29,0.0,4351.16,0,0,0,0.0,0.0,5.57125,10.0,7.0963,10.5348,fallback,True,0,0,2279.83,0,0,2778.29,0,0,4351.16,35,10,9.68,6626.61,8,2026-03-23T08:50:30.648265+00:00,20.8293,0.554,low_outcome,observed_outcome_v1
osm_9708735262,New Fast food Khaja Ghar,cafe,openstreetmap,27.6882481,85.2774168,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,50.79,5861.19,8.0,1500.0,8.0,3.0,117.0,14.0,82.34,0.0,727.07,0,0,0,0.0,2.2,5.57125,2.4,7.7563,10.5348,fallback,True,8,3,117.0,14,5,82.34,0,0,727.07,8,1,50.79,5861.19,8,2026-03-23T08:50:30.648265+00:00,23.1309,0.554,low_outcome,observed_outcome_v1
osm_2077238425,New Horizon cafe,cafe,openstreetmap,27.7385718,85.3252583,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,10.0,3.0,77.75,5450.12,8.0,1500.0,19.0,5.0,88.41,24.0,66.48,0.0,1117.66,7,1,6180,4.6458,2.5,5.57125,3.0,7.8463,10.5348,fallback,True,19,5,88.41,24,12,66.48,0,0,1117.66,10,3,77.75,5450.12,8,2026-03-23T08:50:30.648265+00:00,51.9063,0.8061,medium_outcome,observed_outcome_v1
osm_9625959605,New K.S.M.S. Fast Food And Cafe,cafe,openstreetmap,27.6663142,85.2656169,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,4.0,2.0,105.61,7501.27,8.0,1500.0,1.0,1.0,138.94,6.0,13.36,0.0,1132.69,0,0,0,0.0,1.05,5.57125,1.2,7.4113,10.5348,fallback,True,1,1,138.94,6,6,13.36,0,0,1132.69,4,2,105.61,7501.27,8,2026-03-23T08:50:30.648265+00:00,21.0274,0.554,low_outcome,observed_outcome_v1
osm_669530248,New Orleans Cafe,cafe,openstreetmap,27.6760015,85.3142368,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,35.0,6.0,14.69,4204.95,8.0,1500.0,7.0,0.0,211.2,20.0,24.75,0.0,728.93,0,0,0,0.0,2.05,5.57125,10.0,7.7113,10.5348,fallback,True,7,0,211.2,20,7,24.75,0,0,728.93,35,6,14.69,4204.95,8,2026-03-23T08:50:30.648265+00:00,18.732,0.554,low_outcome,observed_outcome_v1
osm_9791809088,New Puja Sweets,cafe,openstreetmap,27.6749727,85.2808871,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,17.0,8.0,59.31,5948.72,8.0,1500.0,5.0,0.0,240.85,23.0,16.57,0.0,513.0,0,0,0,0.0,1.75,5.57125,5.1,7.6213,10.5348,fallback,True,5,0,240.85,23,10,16.57,0,0,513.0,17,8,59.31,5948.72,8,2026-03-23T08:50:30.648265+00:00,21.2153,0.554,low_outcome,observed_outcome_v1
osm_10059238698,New Shikhar Momo And Khaja Ghar,cafe,openstreetmap,27.6826695,85.3894839,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,23.0,3.0,114.29,6829.09,8.0,1500.0,0.0,0.0,2407.42,0.0,3004.79,0.0,4734.41,0,0,0,0.0,0.0,5.57125,6.9,7.0963,10.5348,fallback,True,0,0,2407.42,0,0,3004.79,0,0,4734.41,23,3,114.29,6829.09,8,2026-03-23T08:50:30.648265+00:00,21.3698,0.554,low_outcome,observed_outcome_v1
osm_2684764300,New Tasty Khaja Ghar,cafe,openstreetmap,27.6707265,85.3119549,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,24.0,5.0,20.53,4576.98,8.0,1500.0,8.0,3.0,34.28,10.0,39.77,0.0,811.22,0,0,0,0.0,2.2,5.57125,7.2,7.7563,10.5348,fallback,True,8,3,34.28,10,2,39.77,0,0,811.22,24,5,20.53,4576.98,8,2026-03-23T08:50:30.648265+00:00,18.4154,0.554,low_outcome,observed_outcome_v1
osm_9662537965,Newa Cafe,cafe,openstreetmap,27.6744488,85.2769286,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,27.0,3.0,77.94,6254.68,8.0,1500.0,6.0,5.0,101.58,28.0,62.7,1.0,469.44,0,0,0,0.0,2.25,5.57125,8.1,7.7713,10.5348,fallback,True,6,5,101.58,28,5,62.7,1,0,469.44,27,3,77.94,6254.68,8,2026-03-23T08:50:30.648265+00:00,21.8106,0.554,low_outcome,observed_outcome_v1
osm_2684756431,Newari Fast Food,cafe,openstreetmap,27.6688312,85.3098016,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,15.0,6.0,10.85,4769.95,8.0,1500.0,5.0,1.0,181.85,9.0,68.5,0.0,742.27,0,0,0,0.0,1.75,5.57125,4.5,7.6213,10.5348,fallback,True,5,1,181.85,9,3,68.5,0,0,742.27,15,6,10.85,4769.95,8,2026-03-23T08:50:30.648265+00:00,18.0823,0.554,low_outcome,observed_outcome_v1
osm_9708736818,Newari Khaja And Cafe,cafe,openstreetmap,27.6905551,85.2774243,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,10.0,4.0,17.75,5836.58,8.0,1500.0,10.0,1.0,148.89,15.0,25.67,0.0,538.4,2,0,600,1.9797,2.5,5.57125,3.0,7.8463,10.5348,fallback,True,10,1,148.89,15,4,25.67,0,0,538.4,10,4,17.75,5836.58,8,2026-03-23T08:50:30.648265+00:00,43.6605,0.7175,medium_outcome,observed_outcome_v1
osm_10053049245,Newari Khaja GHar And Momo House,cafe,openstreetmap,27.6753988,85.388185,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,25.0,12.0,27.67,6941.72,8.0,1500.0,0.0,0.0,2709.73,0.0,3186.07,0.0,4489.54,0,0,0,0.0,0.0,5.57125,7.5,7.0963,10.5348,fallback,True,0,0,2709.73,0,0,3186.07,0,0,4489.54,25,12,27.67,6941.72,8,2026-03-23T08:50:30.648265+00:00,20.5113,0.554,low_outcome,observed_outcome_v1
osm_9724495032,Newari Khaja Ghar,cafe,openstreetmap,27.6520933,85.2865816,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,46.14,7032.73,8.0,1500.0,1.0,0.0,272.71,3.0,80.19,0.0,2164.71,0,0,0,0.0,0.6,5.57125,0.6,7.2763,10.5348,fallback,True,1,0,272.71,3,1,80.19,0,0,2164.71,2,2,46.14,7032.73,8,2026-03-23T08:50:30.648265+00:00,17.975,0.554,low_outcome,observed_outcome_v1
osm_10053133633,Newari Khaja Ghar,cafe,openstreetmap,27.6737112,85.3853725,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,20.0,0.0,204.96,6800.21,8.0,1500.0,0.0,0.0,2565.38,0.0,3049.92,0.0,4205.11,0,0,0,0.0,0.0,5.57125,6.0,7.0963,10.5348,fallback,True,0,0,2565.38,0,0,3049.92,0,0,4205.11,20,0,204.96,6800.21,8,2026-03-23T08:50:30.648265+00:00,20.0991,0.554,low_outcome,observed_outcome_v1
osm_10059063854,Newari Khaja Ghar,cafe,openstreetmap,27.6772723,85.3887188,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,30.0,2.0,41.35,6915.89,8.0,1500.0,0.0,0.0,2669.9,0.0,3137.61,0.0,4559.3,0,0,0,0.0,0.0,5.57125,9.0,7.0963,10.5348,fallback,True,0,0,2669.9,0,0,3137.61,0,0,4559.3,30,2,41.35,6915.89,8,2026-03-23T08:50:30.648265+00:00,20.7512,0.554,low_outcome,observed_outcome_v1
osm_10059238690,Newari Khaja Ghar,cafe,openstreetmap,27.6822906,85.3905628,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,1.0,114.29,6925.51,8.0,1500.0,0.0,0.0,2521.22,0.0,3118.16,0.0,4828.65,0,0,0,0.0,0.0,5.57125,5.7,7.0963,10.5348,fallback,True,0,0,2521.22,0,0,3118.16,0,0,4828.65,19,1,114.29,6925.51,8,2026-03-23T08:50:30.648265+00:00,21.4161,0.554,low_outcome,observed_outcome_v1
osm_9724520641,Newari Khaja Ghar And Snowkhar John,cafe,openstreetmap,27.6628034,85.2882426,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,3.0,2.0,16.57,6153.26,8.0,1500.0,0.0,0.0,548.34,1.0,452.21,0.0,1259.31,0,0,0,0.0,0.15,5.57125,0.9,7.1413,10.5348,fallback,True,0,0,548.34,1,0,452.21,0,0,1259.31,3,2,16.57,6153.26,8,2026-03-23T08:50:30.648265+00:00,18.3343,0.554,low_outcome,observed_outcome_v1
osm_9655516768,Newari Khaja and Cafe,cafe,openstreetmap,27.6905035,85.2772537,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,10.0,4.0,17.75,5850.41,8.0,1500.0,10.0,1.0,157.53,15.0,40.68,0.0,555.14,2,0,600,1.9797,2.5,5.57125,3.0,7.8463,10.5348,fallback,True,10,1,157.53,15,4,40.68,0,0,555.14,10,4,17.75,5850.41,8,2026-03-23T08:50:30.648265+00:00,43.6701,0.7175,medium_outcome,observed_outcome_v1
osm_3341061785,Nilkantha's tea shop,cafe,openstreetmap,27.6747052,85.2792158,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,24.0,6.0,116.77,6077.06,8.0,1500.0,6.0,1.0,108.95,25.0,61.0,1.0,450.05,0,0,0,0.0,2.25,5.57125,7.2,7.7713,10.5348,fallback,True,6,1,108.95,25,10,61.0,1,0,450.05,24,6,116.77,6077.06,8,2026-03-23T08:50:30.648265+00:00,21.6462,0.554,low_outcome,observed_outcome_v1
osm_5441928822,Numa's Cafe,cafe,openstreetmap,27.6855317,85.3071544,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,9.0,2.0,67.02,4089.55,8.0,1500.0,1.0,0.0,224.98,2.0,7.2,0.0,1516.61,0,0,0,0.0,0.45,5.57125,2.7,7.2313,10.5348,fallback,True,1,0,224.98,2,1,7.2,0,0,1516.61,9,2,67.02,4089.55,8,2026-03-23T08:50:30.648265+00:00,19.169,0.554,low_outcome,observed_outcome_v1
osm_11357787082,Nutopia cafe,cafe,openstreetmap,27.6749306,85.3254956,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,47.0,22.0,7.22,4125.99,8.0,1500.0,7.0,4.0,65.21,23.0,157.72,0.0,659.92,0,0,0,0.0,2.05,5.57125,10.0,7.7113,10.5348,fallback,True,7,4,65.21,23,5,157.72,0,0,659.92,47,22,7.22,4125.99,8,2026-03-23T08:50:30.648265+00:00,18.1554,0.554,low_outcome,observed_outcome_v1
osm_2077238426,Oasis Cafe,cafe,openstreetmap,27.7396353,85.3269549,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,15.0,4.0,112.2,5538.36,8.0,1500.0,20.0,5.0,95.36,26.0,47.47,0.0,947.54,6,2,5730,4.7307,2.5,5.57125,4.5,7.8463,10.5348,fallback,True,20,5,95.36,26,8,47.47,0,0,947.54,15,4,112.2,5538.36,8,2026-03-23T08:50:30.648265+00:00,51.7929,0.8058,medium_outcome,observed_outcome_v1
osm_11341068130,PD Coffee Lab,cafe,openstreetmap,27.6860176,85.3156255,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,2.0,17.78,3800.31,8.0,1500.0,8.0,0.0,278.04,13.0,64.6,0.0,918.03,0,0,0,0.0,2.2,5.57125,5.7,7.7563,10.5348,fallback,True,8,0,278.04,13,4,64.6,0,0,918.03,19,2,17.78,3800.31,8,2026-03-23T08:50:30.648265+00:00,19.7692,0.554,low_outcome,observed_outcome_v1
osm_9942584622,Paal,cafe,openstreetmap,27.6760621,85.3200337,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,35.0,8.0,51.89,4093.54,8.0,1500.0,16.0,0.0,220.62,26.0,59.14,1.0,347.17,0,0,0,0.0,2.85,5.57125,10.0,7.9513,10.5348,fallback,True,16,0,220.62,26,9,59.14,1,0,347.17,35,8,51.89,4093.54,8,2026-03-23T08:50:30.648265+00:00,18.9547,0.554,low_outcome,observed_outcome_v1
osm_9574690216,Pabitra and pratik panipuri,cafe,openstreetmap,27.6699799,85.2793505,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,23.0,3.0,84.93,6283.79,8.0,1500.0,4.0,0.0,355.21,12.0,74.56,1.0,81.91,0,0,0,0.0,1.95,5.57125,6.9,7.6813,10.5348,fallback,True,4,0,355.21,12,4,74.56,1,1,81.91,23,3,84.93,6283.79,8,2026-03-23T08:50:30.648265+00:00,20.9562,0.554,low_outcome,observed_outcome_v1
osm_3155930667,Pappu Paratha Pasal,cafe,openstreetmap,27.692768,85.2787744,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,12.0,1.0,66.45,5718.8,8.0,1500.0,18.0,3.0,183.24,12.0,137.39,2.0,301.54,7,1,2849,4.491,3.2,5.57125,3.6,8.0563,10.5348,fallback,True,18,3,183.24,12,1,137.39,2,0,301.54,12,1,66.45,5718.8,8,2026-03-23T08:50:30.648265+00:00,53.9357,0.7876,medium_outcome,observed_outcome_v1
osm_10053049223,Parisama Bhojanalaya,cafe,openstreetmap,27.6742325,85.388238,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,21.0,11.0,12.56,6992.41,8.0,1500.0,0.0,0.0,2775.72,0.0,3255.57,0.0,4488.72,0,0,0,0.0,0.0,5.57125,6.3,7.0963,10.5348,fallback,True,0,0,2775.72,0,0,3255.57,0,0,4488.72,21,11,12.56,6992.41,8,2026-03-23T08:50:30.648265+00:00,20.3933,0.554,low_outcome,observed_outcome_v1
osm_10103295967,Pasang Dolmo Hotel And Khaja Ghar,cafe,openstreetmap,27.675207,85.388006,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,23.0,12.0,27.67,6935.3,8.0,1500.0,0.0,0.0,2703.88,0.0,3181.15,0.0,4470.69,0,0,0,0.0,0.0,5.57125,6.9,7.0963,10.5348,fallback,True,0,0,2703.88,0,0,3181.15,0,0,4470.69,23,12,27.67,6935.3,8,2026-03-23T08:50:30.648265+00:00,20.4765,0.554,low_outcome,observed_outcome_v1
osm_9942585122,Patan Lassi Station and Tea Coffee,cafe,openstreetmap,27.6774369,85.3213986,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,40.0,6.0,79.97,4012.41,8.0,1500.0,11.0,2.0,127.4,24.0,36.55,1.0,197.75,0,0,0,0.0,2.85,5.57125,10.0,7.9513,10.5348,fallback,True,11,2,127.4,24,8,36.55,1,1,197.75,40,6,79.97,4012.41,8,2026-03-23T08:50:30.648265+00:00,19.0459,0.554,low_outcome,observed_outcome_v1
osm_4923827856,Phyaphulla Resturant,cafe,openstreetmap,27.7230366,85.3798426,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,4.0,2.0,177.15,6572.7,8.0,1500.0,0.0,0.0,857.0,0.0,1132.03,0.0,3162.62,0,0,0,0.0,0.0,5.57125,1.2,7.0963,10.5348,fallback,True,0,0,857.0,0,0,1132.03,0,0,3162.62,4,2,177.15,6572.7,8,2026-03-23T08:50:30.648265+00:00,22.1376,0.554,low_outcome,observed_outcome_v1
osm_9648125149,Pipal Cafe,cafe,openstreetmap,27.6751497,85.2769344,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,26.0,2.0,77.94,6226.84,8.0,1500.0,6.0,4.0,28.98,29.0,26.3,0.0,540.24,0,0,0,0.0,1.9,5.57125,7.8,7.6663,10.5348,fallback,True,6,4,28.98,29,6,26.3,0,0,540.24,26,2,77.94,6226.84,8,2026-03-23T08:50:30.648265+00:00,21.6633,0.554,low_outcome,observed_outcome_v1
osm_9999286867,Pizza Cafe With Gaming House,cafe,openstreetmap,27.6702623,85.3528772,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,13.0,5.0,12.95,5067.39,8.0,1500.0,14.0,0.0,271.69,2.0,350.16,0.0,1047.16,6,0,2241,3.643,1.8,5.57125,3.9,7.6363,10.5348,fallback,True,14,0,271.69,2,0,350.16,0,0,1047.16,13,5,12.95,5067.39,8,2026-03-23T08:50:30.648265+00:00,45.4028,0.7699,medium_outcome,observed_outcome_v1
osm_10576602141,Poets´ Corner,cafe,openstreetmap,27.6734168,85.2798256,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,30.0,6.0,16.85,6087.84,8.0,1500.0,6.0,0.0,217.57,26.0,87.35,1.0,316.2,0,0,0,0.0,2.25,5.57125,9.0,7.7713,10.5348,fallback,True,6,0,217.57,26,9,87.35,1,0,316.2,30,6,16.85,6087.84,8,2026-03-23T08:50:30.648265+00:00,21.4592,0.554,low_outcome,observed_outcome_v1
osm_2110391641,Prashanna's Cafe,cafe,openstreetmap,27.6706835,85.2790149,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,25.0,6.0,84.93,6271.8,8.0,1500.0,2.0,0.0,270.56,19.0,15.88,1.0,3.12,0,0,0,0.0,1.65,5.57125,7.5,7.5913,10.5348,fallback,True,2,0,270.56,19,4,15.88,1,1,3.12,25,6,84.93,6271.8,8,2026-03-23T08:50:30.648265+00:00,20.8677,0.554,low_outcome,observed_outcome_v1
osm_9528550517,Pratistha cafe,cafe,openstreetmap,27.7414592,85.330177,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,12.0,5.0,13.28,5705.93,8.0,1500.0,16.0,4.0,87.97,25.0,131.44,0.0,671.23,5,0,4900,3.4494,2.5,5.57125,3.6,7.8463,10.5348,fallback,True,16,4,87.97,25,5,131.44,0,0,671.23,12,5,13.28,5705.93,8,2026-03-23T08:50:30.648265+00:00,48.1282,0.7834,medium_outcome,observed_outcome_v1
osm_10053049249,Prem Khaja Ghar,cafe,openstreetmap,27.6747271,85.3880066,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,22.0,12.0,53.36,6954.33,8.0,1500.0,0.0,0.0,2729.11,0.0,3207.88,0.0,4468.06,0,0,0,0.0,0.0,5.57125,6.6,7.0963,10.5348,fallback,True,0,0,2729.11,0,0,3207.88,0,0,4468.06,22,12,53.36,6954.33,8,2026-03-23T08:50:30.648265+00:00,20.4262,0.554,low_outcome,observed_outcome_v1
osm_210206513,Prime Cafe,cafe,openstreetmap,27.6797155,85.2787421,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,16.0,4.0,97.5,5937.56,8.0,1500.0,5.0,0.0,332.99,14.0,102.95,0.0,1007.22,0,0,0,0.0,1.75,5.57125,4.8,7.6213,10.5348,fallback,True,5,0,332.99,14,1,102.95,0,0,1007.22,16,4,97.5,5937.56,8,2026-03-23T08:50:30.648265+00:00,21.896,0.554,low_outcome,observed_outcome_v1
osm_9942585520,Pukucha Cafe,cafe,openstreetmap,27.6754836,85.3210118,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,52.0,8.0,19.0,4113.16,8.0,1500.0,16.0,1.0,104.94,26.0,82.08,1.0,405.13,0,0,0,0.0,2.85,5.57125,10.0,7.9513,10.5348,fallback,True,16,1,104.94,26,6,82.08,1,0,405.13,52,8,19.0,4113.16,8,2026-03-23T08:50:30.648265+00:00,18.8553,0.554,low_outcome,observed_outcome_v1
osm_10050716135,Puspanjali Top Momo Centre,cafe,openstreetmap,27.6651796,85.36672,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,36.71,6061.25,8.0,1500.0,0.0,0.0,1624.85,0.0,1728.4,0.0,2519.5,0,0,0,0.0,0.0,5.57125,1.2,7.0963,10.5348,fallback,True,0,0,1624.85,0,0,1728.4,0,0,2519.5,4,4,36.71,6061.25,8,2026-03-23T08:50:30.648265+00:00,17.5511,0.554,low_outcome,observed_outcome_v1
osm_9582390190,Quality veg and bakery cafe,cafe,openstreetmap,27.669888,85.2819644,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,17.0,7.0,10.98,6111.99,8.0,1500.0,3.0,0.0,238.28,9.0,21.49,1.0,301.13,0,0,0,0.0,1.8,5.57125,5.1,7.6363,10.5348,fallback,True,3,0,238.28,9,2,21.49,1,0,301.13,17,7,10.98,6111.99,8,2026-03-23T08:50:30.648265+00:00,20.625,0.554,low_outcome,observed_outcome_v1
osm_9582461935,Quick bites cafe,cafe,openstreetmap,27.6691054,85.2825027,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,13.0,6.0,101.9,6118.93,8.0,1500.0,3.0,0.0,206.92,8.0,117.02,1.0,382.91,0,0,0,0.0,1.8,5.57125,3.9,7.6363,10.5348,fallback,True,3,0,206.92,8,3,117.02,1,0,382.91,13,6,101.9,6118.93,8,2026-03-23T08:50:30.648265+00:00,20.498,0.554,low_outcome,observed_outcome_v1
osm_10007291667,R .J cafe,cafe,openstreetmap,27.7391083,85.3165312,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,12.0,2.0,59.36,5617.72,8.0,1500.0,11.0,4.0,119.94,21.0,191.83,0.0,646.3,0,0,0,0.0,2.5,5.57125,3.6,7.8463,10.5348,fallback,True,11,4,119.94,21,1,191.83,0,0,646.3,12,2,59.36,5617.72,8,2026-03-23T08:50:30.648265+00:00,20.0559,0.554,low_outcome,observed_outcome_v1
osm_10053803446,R And R Newari Khaja tatha Momo Centre,cafe,openstreetmap,27.6785449,85.3833711,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,21.0,5.0,36.53,6469.7,8.0,1500.0,0.0,0.0,2130.55,0.0,2602.85,0.0,4055.38,0,0,0,0.0,0.0,5.57125,6.3,7.0963,10.5348,fallback,True,0,0,2130.55,0,0,2602.85,0,0,4055.38,21,5,36.53,6469.7,8,2026-03-23T08:50:30.648265+00:00,20.4319,0.554,low_outcome,observed_outcome_v1
osm_9724495030,R.N. Bjojanalaya,cafe,openstreetmap,27.658156,85.2912926,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,21.0,6319.45,8.0,1500.0,1.0,1.0,135.75,1.0,98.11,0.0,1476.01,0,0,0,0.0,0.3,5.57125,1.2,7.1863,10.5348,fallback,True,1,1,135.75,1,1,98.11,0,0,1476.01,4,4,21.0,6319.45,8,2026-03-23T08:50:30.648265+00:00,17.7587,0.554,low_outcome,observed_outcome_v1
